id,State,Service Providers,Site Description,Star Rating,Website,
2236,VIC,CVGT Australia,Rowville,4,,
2237,VIC,CVGT Australia,Lilydale,1,,
2238,VIC,CVGT Australia,Yarra Junction,1,,
2239,VIC,CVGT Australia,Healesville,4,,
2240,VIC,EACH Employment,Boronia,1,,
2241,VIC,EACH Employment,Ringwood,1,,
2242,VIC,EACH Employment,Lilydale,2,,
2243,VIC,EACH Employment,Yarra Junction,1,,
2244,VIC,EACH Employment,Healesville,1,,
2245,VIC,EACH Employment,Belgrave,1,,
2246,VIC,ECHO Australia,Wantirna South,3,,
2247,VIC,ECHO Australia,Lilydale,4,,
2248,VIC,ECHO Australia,Ringwood,3,,
2249,VIC,MatchWorks,Ringwood,3,,
2250,VIC,MatchWorks,Lilydale,3,,
2251,VIC,MatchWorks,Belgrave,3,,
2252,VIC,Working Communities Network,Ringwood,4,,
2253,VIC,Working Communities Network,Lilydale,4,,
2254,VIC,Working Communities Network,Wantirna South,5,,
2255,VIC,Working Communities Network,Healesville,5,,
2256,VIC,Working Communities Network,Warburton,5,,
2257,VIC,Advanced Personnel Management,Narre Warren,3,https://apm.net.au/individuals/disability-employment-services,
2258,VIC,Advanced Personnel Management,Pakenham,3,https://apm.net.au/individuals/disability-employment-services,
2259,VIC,Advanced Personnel Management,Cranbourne,2,https://apm.net.au/individuals/disability-employment-services,
2260,VIC,MAX Employment,Narre Warren,3,,
2261,VIC,MAX Employment,Cranbourne,4,,
2262,VIC,MAX Employment,Koo Wee Rup,1,,
2263,VIC,MAX Employment,Narre Warren,3,,
2264,VIC,MAX Employment,Cranbourne,3,,
2265,VIC,MAX Employment,Koo Wee Rup,3,,
2266,VIC,Sarina Russo Job Access,Narre Warren,3,,
2267,VIC,Advanced Personnel Management,Narre Warren,3,https://apm.net.au/individuals/disability-employment-services,
2268,VIC,Advanced Personnel Management,Pakenham,1,https://apm.net.au/individuals/disability-employment-services,
2269,VIC,Advanced Personnel Management,Cranbourne,2,https://apm.net.au/individuals/disability-employment-services,
2270,VIC,DVJS Employment Solutions,Pakenham,4,,
2271,VIC,DVJS Employment Solutions,Narre Warren,3,,
2272,VIC,DVJS Employment Solutions,Cranbourne,3,,
2273,VIC,ECHO Australia,Narre Warren,3,,
2274,VIC,ECHO Australia,Cranbourne,3,,
2275,VIC,ECHO Australia,Pakenham,3,,
2276,VIC,MAX Employment,Narre Warren,3,,
2277,VIC,MAX Employment,Cranbourne,3,,
2278,VIC,MAX Employment,Koo Wee Rup,3,,
2279,VIC,Outlook Employment,Narre Warren,3,,
2280,VIC,Outlook Employment,Pakenham,3,,
2281,VIC,Outlook Employment,Cranbourne,3,,
2282,VIC,Outlook Employment,Bunyip,3,,
2283,VIC,Outlook Employment,Emerald,3,,
2284,VIC,Outlook Employment,Koo Wee Rup,3,,
2285,VIC,Working Communities Network,Narre Warren,3,,
2286,VIC,Working Communities Network,Pakenham,2,,
2287,VIC,Campbell Page,Frankston,3,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2288,VIC,Campbell Page,Rosebud,3,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2289,VIC,Campbell Page,Hastings,1,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2290,VIC,SensWide Services,Frankston,3,,
2291,VIC,The Bridge Employment,Frankston,3,,
2292,VIC,The ORS Group,Frankston,1,,
2293,VIC,The ORS Group,Mornington,2,,
2294,VIC,The ORS Group,Hastings,2,,
2295,VIC,The ORS Group,Rosebud,2,,
2296,VIC,The ORS Group,Frankston,2,,
2297,VIC,The ORS Group,Rosebud,3,,
2298,VIC,The ORS Group,Hastings,2,,
2299,VIC,The ORS Group,Mornington,3,,
2300,VIC,CoAct,Frankston,2,https://coact.org.au/,
2301,VIC,CoAct,Rosebud,2,https://coact.org.au/,
2302,VIC,CoAct,Hastings,2,https://coact.org.au/,
2303,VIC,CoAct,Frankston,3,https://coact.org.au/,
2304,VIC,CoAct,Hastings,2,https://coact.org.au/,
2305,VIC,CoAct,Rosebud,3,https://coact.org.au/,
2306,VIC,MatchWorks,Frankston,3,,
2307,VIC,MatchWorks,Rosebud,2,,
2308,VIC,MatchWorks,Hastings,2,,
2309,VIC,MatchWorks,Mornington,3,,
2310,VIC,MAX Employment,Frankston,4,,
2311,VIC,MAX Employment,Hastings,1,,
2312,VIC,The ORS Group,Frankston,2,,
2313,VIC,The ORS Group,Mornington,3,,
2314,VIC,The ORS Group,Hastings,3,,
2315,VIC,The ORS Group,Rosebud,1,,
2316,VIC,WISE Employment Ltd,Frankston,4,,
2317,VIC,WISE Employment Ltd,Rosebud,3,,
2318,VIC,WISE Employment Ltd,Hastings,4,,
2319,VIC,Working Communities Network,Frankston,3,,
2320,VIC,Working Communities Network,Rosebud,3,,
2321,VIC,Working Communities Network,Mornington,2,,
2322,VIC,Working Communities Network,Hastings,3,,
2323,VIC,Campbell Page,Heidelberg,3,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2324,VIC,Campbell Page,Epping,5,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2325,VIC,Campbell Page,Greensborough,3,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2326,VIC,Campbell Page,Preston,1,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2327,VIC,Campbell Page,Whittlesea,3,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2328,VIC,CVGT Australia,Epping,5,,
2329,VIC,CVGT Australia,Preston,3,,
2330,VIC,CVGT Australia,Greensborough,3,,
2331,VIC,CVGT Australia,Doncaster East,4,,
2332,VIC,CVGT Australia,Bundoora,3,,
2333,VIC,CVGT Australia,Whittlesea,4,,
2334,VIC,CVGT Australia,Hurstbridge,4,,
2335,VIC,MatchWorks,Epping,5,,
2336,VIC,MatchWorks,Preston,5,,
2337,VIC,MatchWorks,Greensborough,5,,
2338,VIC,MatchWorks,Epping,5,,
2339,VIC,MatchWorks,Greensborough,5,,
2340,VIC,MatchWorks,Preston,5,,
2341,VIC,MatchWorks,Whittlesea,5,,
2342,VIC,Ostara Australia,Heidelberg,5,,
2343,VIC,Ostara Australia,Preston,5,,
2344,VIC,SensWide Services,Preston,2,,
2345,VIC,The ORS Group,Epping,2,,
2346,VIC,The ORS Group,Preston,2,,
2347,VIC,Advanced Personnel Management,Epping,3,https://apm.net.au/individuals/disability-employment-services,
2348,VIC,Advanced Personnel Management,Reservoir,3,https://apm.net.au/individuals/disability-employment-services,
2349,VIC,Advanced Personnel Management,Greensborough,2,https://apm.net.au/individuals/disability-employment-services,
2350,VIC,Advanced Personnel Management,Heidelberg,4,https://apm.net.au/individuals/disability-employment-services,
2351,VIC,CoAct,Epping,2,https://coact.org.au/,
2352,VIC,CoAct,Preston,1,https://coact.org.au/,
2353,VIC,CoAct,Heidelberg West,2,https://coact.org.au/,
2354,VIC,CoAct,Eltham,1,https://coact.org.au/,
2355,VIC,CoAct,Doncaster East,5,https://coact.org.au/,
2356,VIC,CVGT Australia,Greensborough,4,,
2357,VIC,CVGT Australia,Epping,4,,
2358,VIC,CVGT Australia,Preston,3,,
2359,VIC,CVGT Australia,Heidelberg West,1,,
2360,VIC,CVGT Australia,Doncaster East,3,,
2361,VIC,CVGT Australia,Hurstbridge,3,,
2362,VIC,CVGT Australia,Whittlesea,3,,
2363,VIC,MatchWorks,Epping,5,,
2364,VIC,MatchWorks,Greensborough,4,,
2365,VIC,MatchWorks,Preston,3,,
2366,VIC,MatchWorks,Whittlesea,4,,
2367,VIC,SensWide Services,Preston,2,,
2368,VIC,SensWide Services,Greensborough,1,,
2369,VIC,SensWide Services,Epping,1,,
2370,VIC,SensWide Services,Preston,5,,
2371,VIC,SensWide Services,Preston,3,,
2372,VIC,The ORS Group,Epping,1,,
2373,VIC,WISE Employment Ltd,Preston,3,,
2374,VIC,WISE Employment Ltd,Doncaster,1,,
2375,VIC,WISE Employment Ltd,Northcote,1,,
2376,VIC,WISE Employment Ltd,Mill Park,1,,
2377,VIC,WISE Employment Ltd,Whittlesea,5,,
2378,VIC,Working Communities Network,Heidelberg,5,,
2379,VIC,Working Communities Network,Greensborough,4,,
2380,VIC,Working Communities Network,Epping,3,,
2381,VIC,Working Communities Network,Northcote,5,,
2382,VIC,Advanced Personnel Management,Werribee,3,https://apm.net.au/individuals/disability-employment-services,
2383,VIC,Advanced Personnel Management,Footscray,3,https://apm.net.au/individuals/disability-employment-services,
2384,VIC,Advanced Personnel Management,St Albans,4,https://apm.net.au/individuals/disability-employment-services,
2385,VIC,Advanced Personnel Management,Melton,4,https://apm.net.au/individuals/disability-employment-services,
2386,VIC,Advanced Personnel Management,Werribee,3,https://apm.net.au/individuals/disability-employment-services,
2387,VIC,Advanced Personnel Management,Footscray,3,https://apm.net.au/individuals/disability-employment-services,
2388,VIC,Advanced Personnel Management,St Albans,4,https://apm.net.au/individuals/disability-employment-services,
2389,VIC,Advanced Personnel Management,Melton,4,https://apm.net.au/individuals/disability-employment-services,
2390,VIC,Campbell Page,Watergardens,2,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2391,VIC,Campbell Page,Sunshine,1,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2392,VIC,Campbell Page,Sunshine,2,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2393,VIC,Campbell Page,Watergardens,2,https://disabilityemployment.org.au/provider-search/vic/383-campbell-page/2476-campbell-page/,
2394,VIC,MatchWorks,Werribee,3,,
2395,VIC,MatchWorks,St Albans,3,,
2396,VIC,MatchWorks,Sunshine,3,,
2397,VIC,MatchWorks,Melton,3,,
2398,VIC,MatchWorks,Footscray,3,,
2399,VIC,MatchWorks,Bacchus Marsh,2,,
2400,VIC,SensWide Services,Sunshine,2,,
2401,VIC,Jobs West,Taylors Lakes,2,,
2402,VIC,MatchWorks,Werribee,3,,
2403,VIC,MatchWorks,St Albans,2,,
2404,VIC,MatchWorks,Sunshine,2,,
2405,VIC,MatchWorks,Melton,2,,
2406,VIC,MatchWorks,Footscray,2,,
2407,VIC,MatchWorks,Bacchus Marsh,3,,
2408,VIC,The ORS Group,Sunshine,2,,
2409,VIC,The ORS Group,St Albans,2,,
2410,VIC,Uniting (Victoria and Tasmania) Limited,Werribee,3,,
2411,VIC,Uniting (Victoria and Tasmania) Limited,Footscray,3,,
2412,VIC,Uniting (Victoria and Tasmania) Limited,Sunshine,3,,
2413,VIC,Uniting (Victoria and Tasmania) Limited,Melton,3,,
2414,VIC,Working Communities Network,St Albans,3,,
2415,VIC,Working Communities Network,Werribee,3,,
2416,VIC,Working Communities Network,Sunshine,3,,
2417,VIC,Working Communities Network,Melton,3,,
2418,VIC,Working Communities Network,Footscray,3,,
2419,VIC,Working Communities Network,Bacchus Marsh,4,,
2420,VIC,Working Communities Network,Werribee,3,,
2421,VIC,Working Communities Network,St Albans,2,,
2422,VIC,Working Communities Network,Sunshine,3,,
2423,VIC,Working Communities Network,Melton,3,,
2424,VIC,Working Communities Network,Footscray,3,,
2425,VIC,MAX Employment,Melbourne,3,,
2426,VIC,MAX Employment,St Kilda,2,,
2427,VIC,MAX Employment,Melbourne,2,,
2428,VIC,MAX Employment,St Kilda,5,,
2429,VIC,Sarina Russo Job Access,Fitzroy,2,,
2430,VIC,SensWide Services,Melbourne,3,,
2431,VIC,WISE Employment Ltd,Richmond,3,,
2432,VIC,CoAct,Richmond,2,https://coact.org.au/,
2433,VIC,CoAct,Richmond,2,https://coact.org.au/,
2434,VIC,Deaf Services Australia,Melbourne,3,,
2435,VIC,Deaf Services Australia,Collingwood,3,,
2436,VIC,Deaf Services Australia,Melbourne,3,,
2437,VIC,Deaf Services Australia,Collingwood,3,,
2438,VIC,SensWide Services,Melbourne,3,,
2439,VIC,Sign For Work,Melbourne,4,,
2440,VIC,Sign For Work,Collingwood,2,,
2441,VIC,The ORS Group,Richmond,3,,
2442,VIC,The ORS Group,North Melbourne,3,,
2443,VIC,Uniting (Victoria and Tasmania) Limited,St Kilda,4,,
2444,VIC,Vision Australia,Kensington,4,,
2445,VIC,Working Communities Network,Fitzroy,3,,
2446,VIC,Working Communities Network,St Kilda,5,,
2447,VIC,Access Australia Group,Bendigo,5,https://aag.org.au/,
2448,VIC,Access Australia Group,Kyneton,2,https://aag.org.au/,
2449,VIC,Access Australia Group,Maryborough,1,https://aag.org.au/,
2450,VIC,Access Australia Group,Castlemaine,5,https://aag.org.au/,
2451,VIC,Access Australia Group,Gisborne,5,https://aag.org.au/,
2452,VIC,Access Australia Group,Heathcote,2,https://aag.org.au/,
2453,VIC,Access Australia Group,Wedderburn,4,https://aag.org.au/,
2454,VIC,WDEA Works,Bendigo,5,,
2455,VIC,WDEA Works,Castlemaine,5,,
2456,VIC,WDEA Works,Kyneton,5,,
2457,VIC,WDEA Works,Maryborough,5,,
2458,VIC,Axis Employment,Bendigo,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2459,VIC,Axis Employment,Maryborough,4,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2460,VIC,Axis Employment,Gisborne,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2461,VIC,Axis Employment,Castlemaine,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2462,VIC,Axis Employment,Woodend,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2463,VIC,Axis Employment,Kyneton,3,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2464,VIC,WDEA Works,Bendigo,4,,
2465,VIC,WDEA Works,Castlemaine,5,,
2466,VIC,WDEA Works,Kyneton,4,,
2467,VIC,WDEA Works,Maryborough,4,,
2468,VIC,Advanced Personnel Management,Ballarat,5,https://apm.net.au/individuals/disability-employment-services,
2469,VIC,Advanced Personnel Management,Daylesford,5,https://apm.net.au/individuals/disability-employment-services,
2470,VIC,Advanced Personnel Management,Ararat,5,https://apm.net.au/individuals/disability-employment-services,
2471,VIC,Advanced Personnel Management,Ballan,5,https://apm.net.au/individuals/disability-employment-services,
2472,VIC,Advanced Personnel Management,Avoca,5,https://apm.net.au/individuals/disability-employment-services,
2473,VIC,Advanced Personnel Management,Ballarat,5,https://apm.net.au/individuals/disability-employment-services,
2474,VIC,Advanced Personnel Management,Daylesford,5,https://apm.net.au/individuals/disability-employment-services,
2475,VIC,Advanced Personnel Management,Ballan,5,https://apm.net.au/individuals/disability-employment-services,
2476,VIC,Advanced Personnel Management,Ararat,5,https://apm.net.au/individuals/disability-employment-services,
2477,VIC,Advanced Personnel Management,Avoca,5,https://apm.net.au/individuals/disability-employment-services,
2478,VIC,WDEA Works,Ballarat,3,,
2479,VIC,WDEA Works,Ararat,5,,
2480,VIC,WDEA Works,Daylesford,3,,
2481,VIC,Axis Employment,Ballarat,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2482,VIC,Axis Employment,Wendouree,4,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2483,VIC,Axis Employment,Ararat,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2484,VIC,Axis Employment,Daylesford,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2485,VIC,Axis Employment,Ballan,1,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2486,VIC,WDEA Works,Ballarat,4,,
2487,VIC,WDEA Works,Ararat,5,,
2488,VIC,WDEA Works,Daylesford,5,,
2489,VIC,Advanced Personnel Management,Corio,5,https://apm.net.au/individuals/disability-employment-services,
2490,VIC,Advanced Personnel Management,Geelong,5,https://apm.net.au/individuals/disability-employment-services,
2491,VIC,MatchWorks,Corio,3,,
2492,VIC,MatchWorks,East Geelong,3,,
2493,VIC,MatchWorks,Geelong,2,,
2494,VIC,MatchWorks,Torquay,4,,
2495,VIC,MatchWorks,Bannockburn,3,,
2496,VIC,MAX Employment,Geelong,3,,
2497,VIC,MAX Employment,Corio,3,,
2498,VIC,St Laurence Employment Services,Geelong,2,,
2499,VIC,St Laurence Employment Services,Norlane,1,,
2500,VIC,St Laurence Employment Services,Torquay,2,,
2501,VIC,St Laurence Employment Services,Drysdale,2,,
2502,VIC,St Laurence Employment Services,Ocean Grove,2,,
2503,VIC,Encompass Community Services Incorporated,Geelong,1,,
2504,VIC,Encompass Community Services Incorporated,Norlane,2,,
2505,VIC,Encompass Community Services Incorporated,East Geelong,1,,
2506,VIC,Encompass Community Services Incorporated,Drysdale,New Site,,
2507,VIC,MatchWorks,Corio,3,,
2508,VIC,MatchWorks,Geelong,3,,
2509,VIC,MatchWorks,East Geelong,4,,
2510,VIC,MatchWorks,Torquay,5,,
2511,VIC,MatchWorks,Ocean Grove,4,,
2512,VIC,MatchWorks,Bannockburn,3,,
2513,VIC,MatchWorks,Lorne,3,,
2514,VIC,St Laurence Employment Services,Geelong,1,,
2515,VIC,St Laurence Employment Services,Norlane,3,,
2516,VIC,St Laurence Employment Services,Torquay,1,,
2517,VIC,St Laurence Employment Services,Ocean Grove,1,,
2518,VIC,St Laurence Employment Services,North Geelong,1,,
2519,VIC,St Laurence Employment Services,Lara,1,,
2520,VIC,St Laurence Employment Services,Belmont,1,,
2521,VIC,St Laurence Employment Services,Anakie,1,,
2522,VIC,St Laurence Employment Services,Newcomb,1,,
2523,VIC,St Laurence Employment Services,Drysdale,1,,
2524,VIC,St Laurence Employment Services,Portarlington,1,,
2525,VIC,St Laurence Employment Services,Queenscliff,1,,
2526,VIC,St Laurence Employment Services,Anglesea,1,,
2527,VIC,Working Communities Network,Geelong,5,,
2528,VIC,Working Communities Network,Corio,5,,
2529,VIC,Working Communities Network,Whittington,5,,
2530,VIC,WDEA Works,Horsham,5,,
2531,VIC,WDEA Works,Stawell,5,,
2532,VIC,WDEA Works,Warracknabeal,5,,
2533,VIC,WDEA Works,St Arnaud,5,,
2534,VIC,Axis Employment,Horsham,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2535,VIC,Axis Employment,Stawell,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2536,VIC,Axis Employment,Warracknabeal,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2537,VIC,Axis Employment,Nhill,4,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2538,VIC,Axis Employment,Edenhope,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2539,VIC,St Laurence Employment Services,Warrnambool,1,,
2540,VIC,St Laurence Employment Services,Colac,1,,
2541,VIC,St Laurence Employment Services,Camperdown,1,,
2542,VIC,St Laurence Employment Services,Cobden,1,,
2543,VIC,St Laurence Employment Services,Timboon,1,,
2544,VIC,St Laurence Employment Services,Apollo Bay,1,,
2545,VIC,WDEA Works,Warrnambool,3,,
2546,VIC,WDEA Works,Colac,4,,
2547,VIC,WDEA Works,Terang,3,,
2548,VIC,WDEA Works,Camperdown,3,,
2549,VIC,WDEA Works,Apollo Bay,3,,
2550,VIC,MatchWorks,Warrnambool,1,,
2551,VIC,MatchWorks,Colac,3,,
2552,VIC,MatchWorks,Camperdown,2,,
2553,VIC,MatchWorks,Cobden,2,,
2554,VIC,MatchWorks,Apollo Bay,2,,
2555,VIC,MatchWorks,Port Fairy,2,,
2556,VIC,MatchWorks,Terang,2,,
2557,VIC,WDEA Works,Warrnambool,3,,
2558,VIC,WDEA Works,Colac,4,,
2559,VIC,WDEA Works,Camperdown,3,,
2560,VIC,WDEA Works,Apollo Bay,3,,
2561,VIC,WDEA Works,Terang,3,,
2562,VIC,WDEA Works,Swan Hill,4,,
2563,VIC,WDEA Works,Kerang,4,,
2564,VIC,WDEA Works,Robinvale,4,,
2565,VIC,Axis Employment,Swan Hill,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2566,VIC,Axis Employment,Kerang,3,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2567,VIC,Axis Employment,Robinvale,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2568,VIC,Axis Employment,Donald,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2569,VIC,Axis Employment,Cohuna,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2570,VIC,Eworks Employment Solutions,Swan Hill,2,,
2571,VIC,Eworks Employment Solutions,Kerang,2,,
2572,VIC,Eworks Employment Solutions,Robinvale,1,,
2573,VIC,Eworks Employment Solutions,Wycheproof,2,,
2574,VIC,Eworks Employment Solutions,Charlton,1,,
2575,VIC,Eworks Employment Solutions,Cohuna,2,,
2576,VIC,Eworks Employment Solutions,Birchip,2,,
2577,VIC,Eworks Employment Solutions,Donald,2,,
2578,VIC,Axis Employment,Mildura,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2579,VIC,Axis Employment,Red Cliffs,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2580,VIC,Axis Employment,Merbein,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2581,VIC,Axis Employment,Ouyen,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2582,VIC,MAX Employment,Mildura,3,,
2583,VIC,Axis Employment,Mildura,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2584,VIC,Axis Employment,Red Cliffs,3,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2585,VIC,Axis Employment,Merbein,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2586,VIC,Axis Employment,Ouyen,5,"https://www.caei.com.au/#:~:text=AXIS%20Employment%20has%20been%20leading,and%20South%20East%20South%20Australia.&text=Our%20mission%20is%20to%20inspire,fostering%20value%20and%20social%20inclusion.",
2587,VIC,MAX Employment,Mildura,4,,
2588,VIC,WDEA Works,Portland,3,,
2589,VIC,WDEA Works,Hamilton,3,,
2590,VIC,WDEA Works,Heywood,3,,
2591,VIC,WDEA Works,Casterton,3,,
2592,VIC,WDEA Works,Portland,3,,
2593,VIC,WDEA Works,Hamilton,3,,
2594,VIC,WDEA Works,Casterton,3,,
2595,VIC,WDEA Works,Heywood,3,,
2596,WA,Forrest Personnel Ltd,Esperance,4,,
2597,WA,Forrest Personnel Ltd,Kalgoorlie,4,,
2598,WA,MAX Employment,Esperance,5,,
2599,WA,MAX Employment,Kalgoorlie,3,,
2600,WA,Forrest Personnel Ltd,Esperance,3,,
2601,WA,Forrest Personnel Ltd,Kalgoorlie,4,,
2602,WA,MAX Employment,Esperance,2,,
2603,WA,MAX Employment,Kalgoorlie,5,,
2604,WA,Kimberley Personnel,Broome,5,,
2605,WA,Kimberley Personnel,Broome,3,,
2606,WA,Advanced Personnel Management,Geraldton,4,https://apm.net.au/individuals/disability-employment-services,
2607,WA,Forrest Personnel Ltd,Geraldton,1,,
2608,WA,Advanced Personnel Management,Geraldton,3,https://apm.net.au/individuals/disability-employment-services,
2609,WA,Essential Personnel,Northam,1,,
2610,WA,Essential Personnel,Moora,3,,
2611,WA,Essential Personnel,Merredin,2,,
2612,WA,Essential Personnel,Northam,3,,
2613,WA,Essential Personnel,Moora,3,,
2614,WA,Essential Personnel,Merredin,3,,
2615,WA,Forrest Personnel Ltd,Bunbury,3,,
2616,WA,Forrest Personnel Ltd,Busselton,3,,
2617,WA,Forrest Personnel Ltd,Albany,2,,
2618,WA,Forrest Personnel Ltd,Margaret River,1,,
2619,WA,Forrest Personnel Ltd,Collie,1,,
2620,WA,Forrest Personnel Ltd,Narrogin,1,,
2621,WA,Forrest Personnel Ltd,Manjimup,5,,
2622,WA,Forrest Personnel Ltd,Bridgetown,3,,
2623,WA,Great Southern Personnel,Albany,3,,
2624,WA,Great Southern Personnel,Bunbury,1,,
2625,WA,Great Southern Personnel,Katanning,1,,
2626,WA,Great Southern Personnel,Denmark,3,,
2627,WA,Forrest Personnel Ltd,Bunbury,2,,
2628,WA,Forrest Personnel Ltd,Busselton,3,,
2629,WA,Forrest Personnel Ltd,Albany,1,,
2630,WA,Forrest Personnel Ltd,Collie,2,,
2631,WA,Forrest Personnel Ltd,Narrogin,3,,
